CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Education_Level,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single
721448283,0,39.0,1,1.0,0.0,0.0,26,3,3,1,1876.0,1536,340.0,0.712,2579,47,0.469,0.819,1,0,0,0,1
770717883,1,42.0,2,1.0,1.0,0.0,28,6,2,1,1820.0,0,1820.0,0.658,4592,67,0.811,0.0,1,0,0,1,0
711348033,1,50.0,2,1.0,1.0,0.0,40,4,3,2,5435.0,1243,4192.0,0.749,16202,117,0.671,0.229,0,1,0,1,0
716692683,1,31.0,1,1.0,1.0,0.0,22,4,1,3,9096.0,0,9096.0,0.768,2318,54,0.688,0.0,0,1,0,0,1
798030933,1,47.0,4,1.0,1.0,0.0,41,5,2,3,15594.0,0,15594.0,0.631,4745,75,0.786,0.0,0,1,0,0,1
710492733,1,29.0,0,2.0,1.0,0.0,19,4,1,2,13632.0,1482,12150.0,0.893,2168,42,2.5,0.109,0,1,0,0,1
715015683,1,44.0,2,1.0,1.0,0.0,34,5,3,1,5331.0,1993,3338.0,0.777,1766,39,0.625,0.374,0,1,0,0,1
719131533,1,29.0,0,2.0,0.0,0.0,17,3,2,4,2585.0,2008,577.0,1.266,3519,73,0.622,0.777,1,0,1,0,0
780000258,1,48.0,3,0.0,3.0,0.0,38,4,2,5,20912.0,0,20912.0,0.725,4172,84,0.787,0.0,0,1,0,0,1
717965808,1,65.0,0,0.0,1.0,0.0,54,5,1,4,9383.0,829,8554.0,0.515,5783,73,0.622,0.088,0,1,0,0,1
710147958,1,47.0,3,0.0,1.0,1.0,36,3,2,2,16138.0,1249,14889.0,1.01,1198,33,0.833,0.077,0,1,0,1,0
720356133,1,48.0,4,0.0,0.0,0.0,36,2,3,1,23939.0,1419,22520.0,0.785,14812,101,0.804,0.059,1,0,0,0,1
721171008,1,31.0,1,0.0,0.0,1.0,36,2,3,1,10353.0,1520,8833.0,0.724,15028,124,0.746,0.147,1,0,0,1,0
714962658,0,35.0,2,0.0,0.0,0.0,36,5,3,3,1931.0,0,1931.0,0.862,2482,40,0.6,0.0,0,1,0,0,1
713941158,1,47.0,1,0.0,0.0,0.0,36,6,5,1,5222.0,2517,2705.0,0.569,4433,81,0.588,0.482,1,0,1,0,0
713985183,1,46.0,5,1.0,0.0,0.0,38,4,5,2,2799.0,2412,387.0,0.877,4634,91,0.75,0.862,1,0,0,0,1
709668408,1,56.0,1,1.0,1.0,0.0,36,5,4,1,5204.0,0,5204.0,1.008,5285,82,0.864,0.0,1,0,1,0,0
712816833,1,56.0,0,0.0,0.0,0.0,48,4,1,2,4203.0,1965,2238.0,0.441,1425,32,0.778,0.468,1,0,0,1,0
717060858,0,31.0,0,1.0,0.0,0.0,36,3,2,3,6911.0,2517,4394.0,0.934,8123,71,0.732,0.364,0,1,0,1,0
717870108,1,46.0,4,0.0,1.0,0.0,37,6,4,2,1912.0,1172,740.0,0.827,4841,81,0.884,0.613,1,0,0,0,1
826490133,1,42.0,4,0.0,0.0,0.0,38,6,3,2,10039.0,1600,8439.0,0.7,4685,76,0.9,0.159,1,0,1,0,0
717949983,1,47.0,1,0.0,1.0,0.0,36,3,2,3,8168.0,2137,6031.0,0.659,3554,82,0.822,0.262,0,1,0,1,0
715502808,1,42.0,3,0.0,2.0,0.0,36,4,3,2,25944.0,1987,23957.0,0.566,4442,76,0.767,0.077,0,1,0,1,0
712423233,1,44.0,3,0.0,1.0,0.0,36,4,3,1,22919.0,1368,21551.0,0.942,3752,71,0.919,0.06,0,1,1,0,0
713166333,1,38.0,2,0.0,0.0,0.0,27,5,2,1,14831.0,1302,13529.0,0.916,4467,73,0.698,0.088,1,0,0,1,0
716402508,1,49.0,3,1.0,0.0,0.0,36,4,3,3,2705.0,1681,1024.0,0.577,4265,87,0.776,0.621,1,0,1,0,0
716592558,1,52.0,1,0.0,0.0,0.0,36,3,3,3,2340.0,1101,1239.0,0.766,4501,68,0.7,0.471,1,0,0,0,1
754654383,1,30.0,2,0.0,0.0,0.0,23,4,2,0,2997.0,1393,1604.0,1.12,1577,35,0.522,0.465,0,1,0,1,0
809360883,1,46.0,4,1.0,1.0,0.0,41,3,1,1,17673.0,1783,15890.0,1.003,3160,59,1.36,0.101,0,1,0,0,1
720735408,1,44.0,4,2.0,1.0,0.0,30,1,3,1,6329.0,1643,4686.0,0.706,8514,109,0.73,0.26,1,0,0,1,0
719634408,1,51.0,2,0.0,3.0,1.0,31,2,2,2,34516.0,585,33931.0,0.875,13534,104,0.825,0.017,0,1,0,0,1
789607983,1,38.0,3,0.0,1.0,0.0,32,6,6,2,8603.0,1046,7557.0,0.826,1758,40,0.739,0.122,0,1,0,1,0
709925733,1,32.0,0,0.0,0.0,0.0,22,1,3,2,1438.3,713,725.3,0.806,5099,80,0.951,0.496,1,0,0,0,1
708758658,1,49.0,4,1.0,2.0,0.0,39,5,1,1,34516.0,543,33973.0,0.745,3951,76,0.9,0.016,0,1,0,1,0
716548083,1,39.0,4,1.0,0.0,0.0,32,4,1,4,2973.0,2360,613.0,1.257,2593,57,0.781,0.794,0,1,0,1,0
720212508,1,51.0,1,1.0,0.0,0.0,37,4,3,4,4402.0,697,3705.0,0.7,3325,76,0.652,0.158,1,0,0,0,1
709283358,0,43.0,4,0.0,0.0,0.0,29,6,2,3,2895.0,0,2895.0,0.663,2473,42,0.273,0.0,1,0,0,1,0
789301458,1,41.0,4,0.0,0.0,0.0,30,5,2,2,9139.0,1620,7519.0,0.773,4675,78,1.108,0.177,1,0,0,1,0
788502858,1,58.0,3,0.0,2.0,0.0,51,2,2,1,10021.0,1952,8069.0,0.699,4431,68,0.581,0.195,0,1,0,0,1
720259308,1,39.0,3,0.0,2.0,0.0,30,5,3,3,6347.0,569,5778.0,0.668,3927,82,0.577,0.09,0,1,0,0,1
720411183,1,34.0,1,0.0,0.0,0.0,22,6,1,0,10253.0,1857,8396.0,1.193,3042,66,0.941,0.181,1,0,0,0,1
716882658,1,62.0,2,1.0,0.0,0.0,51,6,2,4,2986.0,1632,1354.0,0.883,2141,55,0.667,0.547,1,0,0,1,0
779380908,0,51.0,1,0.0,2.0,0.0,39,4,3,4,24462.0,946,23516.0,0.475,1709,37,0.542,0.039,0,1,0,1,0
710637183,1,48.0,4,1.0,0.0,0.0,40,3,3,3,2300.0,1906,394.0,0.803,4538,71,0.868,0.829,1,0,0,0,1
718802283,1,44.0,3,2.0,0.0,0.0,31,3,2,1,8320.0,0,8320.0,0.421,4128,82,0.491,0.0,1,0,1,0,0
717229158,1,36.0,4,1.0,1.0,0.0,36,6,3,3,1628.0,969,659.0,0.999,1893,15,2.75,0.595,1,0,0,1,0
797414733,1,37.0,3,1.0,0.0,0.0,31,3,3,4,2005.0,1517,488.0,0.729,2439,61,0.848,0.757,1,0,0,0,1
714052158,0,49.0,2,0.0,3.0,0.0,39,2,3,2,11714.0,949,10765.0,1.036,5366,68,0.659,0.081,0,1,0,1,0
720599658,1,49.0,1,0.0,1.0,0.0,36,2,2,1,1438.3,0,1438.3,0.57,5104,75,0.63,0.0,0,1,0,1,0
718697583,1,45.0,3,1.0,1.0,0.0,36,6,3,2,19629.0,0,19629.0,0.766,4073,79,0.881,0.0,0,1,1,0,0
768928833,1,37.0,2,0.0,2.0,0.0,31,3,2,4,7304.0,0,7304.0,1.144,2717,63,0.703,0.0,0,1,0,1,0
715395933,1,44.0,3,1.0,0.0,0.0,35,5,2,2,11238.0,2336,8902.0,0.911,5302,70,0.892,0.208,1,0,1,0,0
715127208,1,48.0,3,2.0,3.0,0.0,36,4,3,2,34516.0,2517,31999.0,0.697,1699,48,0.846,0.073,0,1,1,0,0
716177583,1,58.0,1,2.0,0.0,0.0,36,6,2,4,1438.3,0,1438.3,0.657,4722,89,0.745,0.0,1,0,0,0,1
721023708,1,47.0,4,0.0,1.0,0.0,36,3,3,3,17557.0,0,17557.0,0.667,2142,62,0.378,0.0,0,1,0,1,0
714228558,1,40.0,3,0.0,2.0,0.0,36,5,3,3,3624.0,0,3624.0,0.74,4749,82,0.864,0.0,0,1,0,0,1
713630733,1,34.0,2,1.0,0.0,0.0,24,5,3,3,5712.0,1955,3757.0,0.969,2617,54,0.8,0.342,1,0,0,0,1
708382083,1,49.0,5,0.0,2.0,0.0,36,6,2,2,2292.0,0,2292.0,0.976,2584,60,0.5,0.0,0,1,0,1,0
715052583,1,45.0,3,2.0,1.0,1.0,34,3,3,1,27494.0,879,26615.0,0.671,14375,112,0.672,0.032,0,1,0,0,1
718199133,1,57.0,1,0.0,2.0,0.0,36,3,2,2,6543.0,2260,4283.0,0.448,1519,31,0.632,0.345,0,1,0,1,0
709071408,1,56.0,5,1.0,1.0,0.0,37,4,2,1,2607.0,1702,905.0,0.802,4949,74,0.762,0.653,1,0,0,0,1
718837683,1,55.0,2,0.0,3.0,0.0,49,6,3,4,3029.0,1505,1524.0,0.56,2394,50,0.471,0.497,0,1,0,0,1
711670308,1,51.0,3,0.0,0.0,0.0,30,3,2,0,6006.0,1576,4430.0,0.504,3199,65,0.548,0.262,1,0,0,1,0
718174908,1,53.0,3,0.0,0.0,0.0,36,4,3,2,4224.0,2417,1807.0,0.522,1458,29,1.071,0.572,1,0,0,1,0
711008508,1,59.0,2,1.0,1.0,0.0,50,2,1,2,11808.0,0,11808.0,0.813,13751,113,0.823,0.0,0,1,0,0,1
710897133,1,51.0,3,0.0,0.0,0.0,36,5,2,2,2267.0,1357,910.0,0.697,4464,85,0.735,0.599,1,0,1,0,0
779542608,1,47.0,4,0.0,2.0,0.0,32,3,3,2,34010.0,1340,32670.0,0.744,1739,39,0.5,0.039,0,1,0,0,1
710722908,1,53.0,3,2.0,3.0,0.0,36,3,1,0,30883.0,1694,29189.0,0.86,1267,23,0.533,0.055,0,1,0,0,1
780052008,1,37.0,3,0.0,2.0,0.0,22,4,2,2,29898.0,1414,28484.0,0.453,3883,68,0.7,0.047,0,1,0,0,1
712438308,1,27.0,1,0.0,0.0,0.0,15,2,1,2,7469.0,0,7469.0,0.688,16730,122,0.718,0.0,1,0,0,1,0
712230408,1,42.0,4,0.0,3.0,0.0,37,3,2,4,6953.0,1445,5508.0,0.591,3700,80,0.569,0.208,0,1,0,1,0
789023508,1,46.0,3,0.0,2.0,0.0,33,4,1,3,34516.0,1099,33417.0,0.816,15490,110,0.618,0.032,0,1,0,1,0
718464258,1,51.0,3,0.0,0.0,0.0,25,2,2,2,9512.0,1082,8430.0,0.701,1007,22,1.444,0.114,1,0,1,0,0
779192283,1,51.0,2,0.0,0.0,0.0,39,3,1,2,6462.0,2517,3945.0,0.842,4156,77,0.833,0.39,1,0,0,1,0
710040483,1,37.0,3,0.0,1.0,0.0,26,6,2,1,14485.0,2124,12361.0,0.527,3895,87,0.776,0.147,0,1,0,0,1
715579233,1,44.0,3,2.0,1.0,0.0,40,4,1,3,3659.0,1356,2303.0,0.715,4861,74,0.762,0.371,1,0,0,0,1
827968383,1,43.0,3,0.0,0.0,0.0,39,5,3,2,3370.0,2284,1086.0,0.673,4084,70,0.628,0.678,1,0,1,0,0
716212383,0,38.0,1,0.0,3.0,0.0,30,5,3,3,10874.0,2415,8459.0,0.933,4619,59,0.372,0.222,0,1,0,0,1
714173808,1,44.0,4,1.0,0.0,0.0,34,5,1,2,4214.0,1249,2965.0,0.542,1389,34,0.478,0.296,1,0,0,0,1
749211483,1,52.0,0,1.0,1.0,0.0,45,4,2,1,4597.0,1905,2692.0,0.906,4932,67,0.914,0.414,1,0,0,1,0
720289533,1,47.0,4,0.0,0.0,0.0,42,5,2,3,1882.0,1143,739.0,0.638,4536,85,0.889,0.607,1,0,0,1,0
709272333,1,59.0,1,0.0,0.0,0.0,45,6,3,3,9899.0,2023,7876.0,0.445,4579,73,0.622,0.204,1,0,1,0,0
718548558,1,53.0,3,0.0,0.0,0.0,42,1,1,3,2915.0,2041,874.0,0.927,4272,70,0.75,0.7,1,0,0,0,1
715720083,1,47.0,5,0.0,2.0,0.0,39,6,2,3,13241.0,0,13241.0,1.002,3157,76,0.551,0.0,0,1,0,0,1
710508858,1,44.0,2,0.0,0.0,0.0,34,5,1,3,3226.0,2517,709.0,0.818,4317,81,0.884,0.78,1,0,0,0,1
708726708,0,42.0,3,1.0,1.0,0.0,36,6,2,3,1451.0,599,852.0,0.752,2192,35,0.458,0.413,1,0,0,0,1
750690258,1,49.0,2,1.0,0.0,0.0,39,2,3,3,2821.0,1995,826.0,0.62,8220,103,0.635,0.707,1,0,0,1,0
712296408,1,36.0,3,0.0,1.0,0.0,22,5,3,3,12958.0,2273,10685.0,0.608,15681,96,0.627,0.175,1,0,0,1,0
713363583,1,34.0,2,0.0,3.0,0.0,17,3,1,2,5030.0,2326,2704.0,0.856,3345,69,1.3,0.462,0,1,0,0,1
787591008,1,42.0,3,0.0,1.0,0.0,34,2,1,1,2289.0,1195,1094.0,0.651,4955,83,0.627,0.522,0,1,1,0,0
768921933,1,34.0,2,0.0,1.0,0.0,28,3,3,3,2853.0,2420,433.0,0.858,1750,47,0.808,0.848,0,1,0,1,0
720997383,0,52.0,1,0.0,2.0,0.0,36,2,3,3,1857.0,1833,24.0,0.723,829,17,0.7,0.987,0,1,0,1,0
711887583,0,47.0,2,0.0,2.0,0.0,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,0,1,0,1,0
710986758,1,43.0,3,0.0,1.0,0.0,30,6,2,4,11550.0,1505,10045.0,1.034,3891,76,0.9,0.13,0,1,0,0,1
778386033,1,38.0,3,0.0,1.0,0.0,18,6,3,4,3417.0,1749,1668.0,0.57,2068,34,0.619,0.512,0,1,0,1,0
771032658,1,54.0,3,0.0,2.0,0.0,41,3,3,2,10448.0,1569,8879.0,0.482,1604,39,0.444,0.15,0,1,0,1,0
