age,dependents,monthly_inc,real_estate,debt_ratio,open_credit,rev_util,late_30_59,late_60_89,late_90,dlq_2yrs
23.0,0.0,2154.0,0.0,0.455684455,5.0,0.784627424,1.0,0.0,0.0,0
60.0,0.0,18000.0,1.0,0.098938948,4.0,0.146937937,0.0,0.0,0.0,0
43.0,1.0,8345.0,2.0,0.700814762,14.0,0.624614172,0.0,0.0,0.0,0
42.0,0.0,2675.0,1.0,0.523916293,18.0,0.142660473,0.0,0.0,0.0,0
46.0,0.0,11666.0,1.0,0.09659724,8.0,0.051928543,0.0,0.0,0.0,0
37.0,0.0,2600.0,1.0,0.764705882,4.0,0.573724845,0.0,0.0,1.0,0
71.0,0.0,12000.0,1.0,0.179985001,9.0,0.148071524,0.0,0.0,0.0,0
61.0,2.0,3900.0,1.0,1.1381697,7.0,0.782969886,0.0,1.0,2.0,0
62.0,0.0,14100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
60.0,2.0,3333.0,2.0,0.561787642,7.0,0.588163415,1.0,0.0,0.0,0
71.0,1.0,9009.0,1.0,0.379578246,22.0,0.110502476,0.0,0.0,0.0,0
41.0,1.0,13700.0,2.0,0.277352018,14.0,0.487349163,0.0,0.0,0.0,0
46.0,2.0,3352.0,0.0,0.021771548,3.0,1.459459459,3.0,1.0,3.0,1
78.0,1.0,2000.0,0.0,0.033983008,2.0,0.559863448,0.0,0.0,1.0,0
30.0,0.0,3000.0,0.0,0.089636788,10.0,0.952095808,1.0,0.0,0.0,1
62.0,2.0,3049.0,0.0,0.355081967,2.0,0.9999999,1.0,0.0,0.0,0
74.0,1.0,6072.0,0.0,0.113946978,6.0,0.970320362,0.0,0.0,0.0,0
41.0,2.0,10083.0,1.0,0.302261008,10.0,0.039849125,0.0,0.0,0.0,0
53.0,0.0,9560.0,2.0,0.623365757,9.0,0.113670623,0.0,0.0,0.0,0
74.0,0.0,3130.0,1.0,0.5193229,7.0,0.900309072,0.0,0.0,0.0,0
43.0,0.0,5100.0,0.0,0.029405999,10.0,0.382022472,0.0,0.0,0.0,1
67.0,1.0,9200.0,1.0,0.184110423,6.0,0.185725799,0.0,0.0,0.0,0
35.0,1.0,5000.0,1.0,0.684463107,11.0,0.548639817,0.0,0.0,0.0,0
51.0,0.0,5500.0,0.0,0.243046719,5.0,1.000923041,0.0,0.0,0.0,0
42.0,1.0,2800.0,1.0,1.087825777,18.0,0.354588447,0.0,0.0,0.0,0
29.0,0.0,5005.0,0.0,0.052936476,7.0,0.880398671,2.0,0.0,0.0,1
70.0,1.0,3500.0,1.0,0.18566124,13.0,0.003555358,0.0,0.0,0.0,0
47.0,2.0,5691.0,0.0,0.41848208,9.0,0.857302,0.0,0.0,0.0,0
64.0,1.0,8750.0,1.0,0.310478802,14.0,0.138460936,0.0,0.0,0.0,0
64.0,2.0,11833.0,1.0,0.096924117,6.0,0.001266646,0.0,0.0,0.0,0
78.0,0.0,2972.0,0.0,0.0,0.0,0.9999999,0.0,0.0,0.0,0
37.0,0.0,2000.0,0.0,0.021989005,8.0,0.020789907,0.0,0.0,0.0,0
43.0,0.0,3130.0,0.0,0.370169275,16.0,0.414368057,0.0,0.0,0.0,0
47.0,2.0,20000.0,2.0,0.140242988,7.0,0.279900008,0.0,0.0,0.0,0
33.0,3.0,1400.0,0.0,0.620985011,8.0,1.011238825,1.0,1.0,0.0,0
44.0,2.0,16000.0,2.0,0.350540591,8.0,0.334895803,0.0,0.0,0.0,0
35.0,0.0,1970.0,1.0,0.360223237,9.0,0.000838656,0.0,0.0,0.0,0
41.0,0.0,6000.0,2.0,0.261456424,8.0,0.0,0.0,0.0,0.0,0
82.0,0.0,3400.0,0.0,0.002352249,5.0,0.009999662,0.0,0.0,0.0,0
40.0,1.0,4813.0,1.0,0.455130868,22.0,0.111886357,0.0,1.0,0.0,0
61.0,1.0,8000.0,0.0,0.006499188,2.0,0.087095645,0.0,0.0,0.0,0
40.0,2.0,5416.0,1.0,0.509691711,9.0,0.31308033,0.0,0.0,0.0,0
45.0,0.0,4800.0,2.0,0.473859613,13.0,0.059679264,0.0,0.0,0.0,0
64.0,0.0,6000.0,0.0,0.050324946,7.0,0.038375248,0.0,0.0,0.0,0
48.0,3.0,5098.0,1.0,0.293390861,6.0,0.290159955,0.0,0.0,0.0,0
43.0,0.0,3821.0,2.0,0.743851387,7.0,0.268514798,0.0,0.0,0.0,0
56.0,0.0,11833.0,1.0,0.492056786,5.0,0.894301667,0.0,0.0,0.0,0
78.0,0.0,4200.0,0.0,0.004760771,4.0,0.0159996,0.0,0.0,0.0,0
42.0,2.0,6250.0,2.0,0.56231003,9.0,0.12194156,0.0,0.0,0.0,0
69.0,0.0,7000.0,2.0,0.284673618,6.0,0.9999999,0.0,0.0,0.0,0
62.0,0.0,7289.0,2.0,0.33127572,6.0,0.305189827,0.0,0.0,0.0,0
58.0,1.0,4833.0,1.0,0.334091849,9.0,0.684707424,0.0,0.0,0.0,0
50.0,2.0,4864.0,1.0,0.728263104,11.0,0.863641256,0.0,0.0,0.0,0
60.0,0.0,6005.0,0.0,0.248418248,1.0,0.9999999,1.0,4.0,6.0,1
87.0,0.0,3501.0,0.0,0.000856653,1.0,0.01355405,0.0,0.0,0.0,0
55.0,1.0,2441.0,0.0,0.238738739,8.0,0.081861849,0.0,0.0,0.0,0
62.0,0.0,8300.0,2.0,0.342609324,7.0,0.33534311,0.0,0.0,0.0,1
71.0,0.0,3500.0,1.0,0.428734647,13.0,0.297534298,0.0,0.0,0.0,0
39.0,3.0,5230.0,0.0,0.226151787,7.0,0.910348275,0.0,0.0,0.0,0
69.0,0.0,3329.0,0.0,0.152552553,6.0,0.027147781,0.0,0.0,0.0,0
41.0,0.0,3360.0,0.0,0.168699792,10.0,0.442970822,0.0,0.0,1.0,0
63.0,0.0,10800.0,2.0,0.46245718,11.0,0.624252356,0.0,0.0,0.0,0
38.0,2.0,1480.0,0.0,0.212694126,1.0,0.9999999,0.0,0.0,0.0,1
45.0,1.0,5225.0,0.0,0.014542671,3.0,0.131230349,0.0,0.0,0.0,0
50.0,0.0,6100.0,1.0,0.661039174,4.0,1.009946442,1.0,0.0,0.0,1
54.0,3.0,7620.0,1.0,0.246686787,8.0,0.029899402,1.0,1.0,0.0,0
29.0,0.0,3200.0,1.0,0.317400812,6.0,0.049535921,1.0,0.0,0.0,0
53.0,1.0,2800.0,0.0,0.499464477,7.0,0.591377694,2.0,0.0,0.0,1
40.0,0.0,0.0,0.0,253.0,4.0,0.352610308,0.0,0.0,0.0,0
57.0,2.0,23684.0,4.0,0.606290901,9.0,0.189169052,0.0,0.0,0.0,0
53.0,0.0,12000.0,3.0,0.528122656,11.0,0.067963574,0.0,0.0,0.0,0
32.0,0.0,2000.0,0.0,0.197901049,6.0,0.595404595,1.0,2.0,2.0,1
61.0,0.0,3916.0,2.0,0.505744192,7.0,0.015184414,0.0,0.0,0.0,0
75.0,1.0,5700.0,2.0,0.383090686,8.0,0.06672804,1.0,0.0,0.0,0
55.0,1.0,5000.0,1.0,0.305538892,10.0,0.017271942,0.0,0.0,0.0,0
53.0,0.0,10500.0,0.0,0.030663746,11.0,0.048851418,0.0,1.0,0.0,1
55.0,0.0,5508.0,2.0,0.697041205,15.0,0.148647706,0.0,0.0,0.0,0
54.0,2.0,9100.0,1.0,0.237556312,8.0,0.002039189,0.0,0.0,0.0,0
38.0,0.0,16000.0,1.0,0.06912068,10.0,0.041535116,0.0,0.0,0.0,0
34.0,0.0,12573.0,2.0,0.174407508,5.0,0.103908218,0.0,1.0,0.0,0
81.0,1.0,9400.0,2.0,3.747048186,24.0,0.112384863,1.0,0.0,0.0,0
38.0,0.0,4500.0,1.0,0.563430349,9.0,0.017766242,0.0,0.0,0.0,0
36.0,2.0,5500.0,1.0,0.31503363,7.0,0.138809964,0.0,0.0,0.0,0
89.0,0.0,4800.0,1.0,0.402832743,8.0,0.120582445,1.0,1.0,0.0,0
67.0,1.0,14766.0,0.0,0.19631611,10.0,0.586837126,1.0,0.0,0.0,0
26.0,0.0,6250.0,0.0,0.000639898,3.0,0.0,0.0,0.0,0.0,1
40.0,3.0,4002.0,0.0,0.34624032,15.0,0.172101267,0.0,0.0,0.0,0
58.0,0.0,4200.0,1.0,0.387050702,4.0,0.9999999,0.0,0.0,0.0,0
40.0,1.0,3333.0,2.0,1.022795441,9.0,0.212380602,0.0,0.0,0.0,0
61.0,2.0,5136.0,1.0,0.192719486,12.0,0.015736119,0.0,0.0,0.0,0
40.0,0.0,4666.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
58.0,0.0,2000.0,0.0,0.825087456,12.0,0.331607555,0.0,0.0,0.0,0
22.0,0.0,2500.0,0.0,0.162335066,3.0,0.483516484,0.0,0.0,0.0,0
29.0,3.0,5285.0,2.0,0.541051835,4.0,0.475276236,0.0,0.0,0.0,0
55.0,2.0,7400.0,2.0,0.452236184,11.0,0.546873935,0.0,0.0,0.0,0
43.0,0.0,9115.0,2.0,0.44723563,4.0,0.067512585,0.0,0.0,0.0,0
50.0,4.0,11900.0,2.0,0.299134527,8.0,0.306649245,0.0,0.0,0.0,0
43.0,2.0,3366.0,1.0,0.170775171,3.0,0.02102914,0.0,0.0,0.0,0
37.0,1.0,8333.0,1.0,0.271418287,4.0,0.086818852,0.0,0.0,0.0,0
65.0,1.0,16916.0,2.0,0.169474493,5.0,0.153436796,0.0,0.0,0.0,0
24.0,0.0,1300.0,0.0,0.170637971,3.0,0.9999999,0.0,0.0,0.0,0
45.0,0.0,2500.0,2.0,1.019992003,16.0,0.045734197,0.0,0.0,0.0,0
52.0,0.0,7500.0,2.0,0.236635115,20.0,0.014435251,0.0,0.0,0.0,0
35.0,3.0,3100.0,0.0,0.432118671,7.0,0.885069093,0.0,1.0,1.0,1
41.0,0.0,4410.0,1.0,0.310133757,7.0,0.049291481,0.0,0.0,0.0,0
60.0,1.0,6416.0,1.0,0.254636123,8.0,0.427878606,1.0,0.0,0.0,0
48.0,2.0,10108.0,2.0,0.584924325,6.0,0.9999999,0.0,0.0,0.0,0
52.0,2.0,7083.0,1.0,0.558723885,4.0,0.0,0.0,0.0,0.0,0
25.0,0.0,1825.0,0.0,0.136911281,3.0,0.162761637,0.0,0.0,0.0,0
66.0,0.0,2200.0,0.0,0.17537483,8.0,0.0,0.0,0.0,0.0,0
74.0,1.0,3257.0,0.0,0.037446286,9.0,0.014174482,0.0,0.0,0.0,0
57.0,0.0,6916.0,3.0,0.826080671,16.0,0.094890268,0.0,0.0,0.0,0
49.0,0.0,2300.0,1.0,1.018687527,4.0,0.551177953,0.0,0.0,0.0,0
79.0,0.0,800.0,0.0,1.064918851,6.0,0.875973047,0.0,0.0,0.0,0
39.0,2.0,10600.0,0.0,0.131402698,4.0,0.999926265,0.0,0.0,1.0,1
40.0,0.0,9447.0,2.0,0.447290432,9.0,0.104910484,0.0,0.0,0.0,0
56.0,0.0,4200.0,3.0,0.343965722,18.0,0.037479334,0.0,0.0,0.0,0
59.0,0.0,9583.0,2.0,0.418196995,19.0,0.459029468,1.0,0.0,0.0,0
74.0,0.0,7838.0,1.0,0.640387805,12.0,0.321188307,0.0,0.0,0.0,0
54.0,2.0,8248.0,1.0,0.485755849,9.0,0.434381861,0.0,0.0,0.0,0
35.0,1.0,2628.0,0.0,0.07151008,3.0,0.940189252,0.0,0.0,0.0,0
67.0,0.0,3000.0,1.0,1.210263246,6.0,0.731570737,0.0,0.0,0.0,0
46.0,2.0,8000.0,2.0,0.514435696,9.0,0.922708419,0.0,0.0,0.0,1
47.0,6.0,10240.0,1.0,0.242261498,6.0,0.421478926,0.0,0.0,0.0,0
62.0,2.0,4000.0,0.0,0.006498375,1.0,0.350259896,0.0,0.0,0.0,0
74.0,0.0,4001.0,2.0,0.942528736,15.0,0.046835386,0.0,0.0,0.0,0
40.0,3.0,900.0,2.0,2.688124306,22.0,0.144848609,0.0,0.0,0.0,1
61.0,0.0,4000.0,0.0,0.262934266,12.0,0.19649219,0.0,0.0,0.0,0
65.0,0.0,2982.0,2.0,0.356352665,11.0,0.085201007,0.0,0.0,0.0,0
53.0,0.0,12000.0,1.0,0.222731439,27.0,0.072818382,1.0,0.0,0.0,0
52.0,0.0,5000.0,0.0,0.224555089,14.0,0.094169167,0.0,1.0,0.0,1
51.0,1.0,4082.0,1.0,0.26549106,3.0,0.0,0.0,0.0,0.0,0
28.0,0.0,3000.0,0.0,0.035988004,5.0,0.375631378,0.0,0.0,0.0,0
32.0,1.0,4964.0,2.0,0.566968781,9.0,0.432141965,1.0,0.0,0.0,0
51.0,2.0,2000.0,1.0,0.431284358,10.0,0.106583434,0.0,0.0,0.0,0
84.0,0.0,7000.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0
69.0,0.0,1500.0,0.0,0.030646236,6.0,0.029581981,0.0,0.0,0.0,0
40.0,2.0,2382.0,0.0,0.02349979,0.0,0.9999999,1.0,0.0,1.0,1
53.0,1.0,7734.0,0.0,0.022365869,3.0,0.251937146,0.0,0.0,0.0,0
43.0,2.0,11250.0,2.0,0.29135188,9.0,0.793465739,2.0,0.0,0.0,1
49.0,2.0,8500.0,1.0,0.458063757,21.0,0.167200835,0.0,0.0,0.0,0
32.0,0.0,2400.0,0.0,0.117451062,4.0,1.132334582,0.0,0.0,0.0,0
46.0,2.0,5264.0,0.0,0.109591643,6.0,0.0,0.0,0.0,0.0,0
26.0,0.0,1850.0,0.0,0.037277147,3.0,0.9999999,0.0,0.0,1.0,0
59.0,0.0,27600.0,2.0,0.3113293,9.0,0.003106721,0.0,0.0,0.0,0
56.0,0.0,1500.0,3.0,2.854097268,8.0,0.560982576,0.0,0.0,0.0,1
36.0,2.0,5666.0,2.0,0.532733369,8.0,0.212262579,0.0,0.0,0.0,0
22.0,0.0,1900.0,0.0,0.221462388,1.0,0.9999999,0.0,0.0,0.0,1
67.0,0.0,6500.0,0.0,0.061375173,10.0,0.037902571,0.0,0.0,0.0,0
86.0,0.0,7833.0,0.0,0.001914731,3.0,0.016655078,0.0,0.0,0.0,0
51.0,1.0,1300.0,0.0,0.10991545,2.0,2.083832335,0.0,2.0,3.0,1
29.0,2.0,2541.0,0.0,0.167191188,3.0,0.9999999,0.0,0.0,0.0,0
48.0,2.0,3958.0,1.0,0.43571609,7.0,0.0,0.0,0.0,0.0,0
71.0,0.0,5433.0,2.0,0.591093117,12.0,0.258853044,0.0,0.0,0.0,0
37.0,1.0,7666.0,1.0,0.510760402,8.0,0.257971337,0.0,0.0,0.0,0
47.0,0.0,8663.0,2.0,0.528277932,7.0,0.772901946,0.0,1.0,0.0,1
59.0,3.0,2000.0,0.0,0.302848576,8.0,0.122247235,0.0,0.0,0.0,0
46.0,1.0,5850.0,1.0,0.514271065,6.0,0.295551389,1.0,0.0,0.0,1
45.0,2.0,4166.0,2.0,0.938084953,8.0,0.701374063,0.0,0.0,0.0,0
63.0,0.0,7083.0,2.0,0.576792772,17.0,0.400335992,0.0,0.0,0.0,0
67.0,1.0,14583.0,2.0,0.435065826,15.0,0.860953777,2.0,0.0,0.0,1
45.0,0.0,5600.0,2.0,0.455097304,10.0,0.14873362,0.0,0.0,0.0,0
54.0,4.0,9258.0,1.0,0.245922886,5.0,0.167818982,0.0,0.0,0.0,0
50.0,0.0,3855.0,2.0,0.528526971,12.0,0.0,0.0,0.0,0.0,0
68.0,1.0,4160.0,0.0,0.092045181,6.0,0.157597788,0.0,0.0,0.0,0
64.0,0.0,5668.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0
24.0,0.0,3438.0,0.0,0.100029078,1.0,0.9999999,0.0,0.0,0.0,0
64.0,0.0,3322.0,1.0,0.547095998,5.0,0.478347295,0.0,0.0,0.0,0
56.0,0.0,3333.0,0.0,0.029094181,11.0,0.057307116,0.0,0.0,0.0,0
31.0,1.0,4800.0,1.0,0.314934389,5.0,0.13036156,0.0,0.0,0.0,0
63.0,0.0,2300.0,1.0,0.45067362,16.0,0.008158998,0.0,0.0,0.0,0
53.0,3.0,10000.0,2.0,0.470652935,6.0,0.0,0.0,0.0,0.0,0
37.0,0.0,7000.0,0.0,0.082702471,4.0,0.291880967,0.0,0.0,0.0,0
34.0,2.0,2802.0,0.0,0.259721727,17.0,0.793480828,0.0,0.0,0.0,0
42.0,1.0,4000.0,1.0,0.500874781,5.0,0.797756717,0.0,0.0,0.0,1
34.0,2.0,7000.0,0.0,0.0,2.0,0.000198669,0.0,0.0,0.0,0
43.0,4.0,5958.0,1.0,0.542372881,5.0,0.657237937,0.0,0.0,0.0,1
90.0,0.0,5833.0,1.0,0.208604731,4.0,0.021283203,0.0,0.0,0.0,0
46.0,0.0,3594.0,2.0,0.488734353,12.0,0.951116543,1.0,0.0,0.0,0
39.0,1.0,6416.0,2.0,0.126850553,8.0,0.270101759,0.0,0.0,0.0,0
62.0,0.0,3600.0,0.0,0.412107748,8.0,0.783279815,0.0,0.0,0.0,0
60.0,1.0,12013.0,3.0,0.483435991,13.0,0.754570481,1.0,0.0,0.0,0
57.0,0.0,9250.0,3.0,0.325910712,8.0,0.01353584,0.0,0.0,1.0,0
31.0,1.0,5106.0,0.0,0.077540631,6.0,0.152442139,0.0,0.0,0.0,0
39.0,5.0,5940.0,0.0,0.322167985,7.0,0.677570342,0.0,0.0,0.0,0
40.0,1.0,8000.0,3.0,0.875515561,16.0,0.043454528,0.0,0.0,0.0,0
53.0,1.0,8733.0,0.0,0.291733455,14.0,0.03515028,0.0,0.0,0.0,0
34.0,2.0,1200.0,1.0,1.779350541,7.0,0.948017328,0.0,0.0,0.0,0
40.0,0.0,2666.0,1.0,0.667416573,9.0,0.4285989,0.0,0.0,0.0,0
52.0,3.0,12150.0,2.0,0.56958275,18.0,0.319295254,0.0,0.0,0.0,1
64.0,1.0,13931.0,4.0,0.565317255,20.0,0.321438591,4.0,0.0,0.0,0
48.0,1.0,4500.0,0.0,0.008886914,4.0,0.029580846,0.0,0.0,0.0,0
25.0,0.0,2700.0,0.0,0.018511662,3.0,0.033201283,0.0,0.0,0.0,0
31.0,2.0,3664.0,0.0,0.078854025,4.0,0.9999999,0.0,1.0,2.0,1
34.0,0.0,1601.0,0.0,0.326466916,4.0,0.48946316,0.0,0.0,1.0,1
57.0,3.0,9552.0,3.0,0.424473987,8.0,0.615304033,0.0,0.0,0.0,0
34.0,0.0,2700.0,0.0,0.054054054,3.0,0.249221978,0.0,0.0,0.0,0
50.0,2.0,12500.0,1.0,0.358771298,8.0,0.852155892,0.0,0.0,0.0,0
26.0,0.0,4000.0,0.0,0.253936516,7.0,0.967193469,0.0,0.0,0.0,0
57.0,1.0,7500.0,1.0,0.201173177,9.0,0.064134161,0.0,0.0,0.0,0
27.0,0.0,1313.0,0.0,0.232115677,7.0,0.094201289,0.0,0.0,0.0,0
35.0,0.0,15000.0,5.0,0.768948737,12.0,0.929672243,0.0,0.0,0.0,0
52.0,0.0,6166.0,3.0,0.336468299,6.0,0.105618399,0.0,0.0,0.0,0
33.0,0.0,6916.0,1.0,0.314876391,6.0,0.19716371,0.0,0.0,0.0,0
79.0,0.0,4273.0,0.0,0.256200281,6.0,0.200242796,0.0,0.0,0.0,0
71.0,0.0,3970.0,0.0,0.107277764,3.0,0.0,0.0,0.0,0.0,0
47.0,2.0,7542.0,1.0,0.415882275,16.0,0.813648294,2.0,1.0,0.0,1
84.0,0.0,4749.0,0.0,0.006105263,1.0,0.032665578,0.0,0.0,0.0,0
66.0,0.0,8000.0,2.0,0.309086364,17.0,0.012015038,0.0,0.0,0.0,0
70.0,0.0,4200.0,0.0,0.150916448,4.0,0.279811114,0.0,0.0,0.0,0
29.0,2.0,4500.0,0.0,0.057320595,3.0,0.225492919,0.0,0.0,0.0,0
63.0,1.0,8478.0,1.0,0.164052365,13.0,0.011772162,0.0,0.0,0.0,0
25.0,1.0,1600.0,0.0,0.690193629,5.0,0.879824035,1.0,0.0,0.0,0
60.0,1.0,8300.0,2.0,0.279243465,13.0,0.081433134,0.0,0.0,0.0,0
65.0,0.0,2429.0,0.0,0.659670782,9.0,0.063346715,0.0,0.0,0.0,0
54.0,1.0,1.0,0.0,238.5,8.0,0.148276645,1.0,0.0,0.0,0
72.0,1.0,7821.0,2.0,0.415366914,9.0,0.172247354,0.0,0.0,0.0,0
35.0,0.0,4500.0,1.0,0.512774939,6.0,0.28377713,0.0,0.0,0.0,0
31.0,0.0,1660.0,0.0,0.039735099,2.0,0.0,0.0,0.0,0.0,0
37.0,2.0,7500.0,2.0,0.693374217,20.0,0.099965306,0.0,0.0,0.0,0
36.0,4.0,9333.0,1.0,0.433254768,17.0,0.095425787,0.0,0.0,0.0,0
44.0,1.0,9715.0,1.0,0.369081927,16.0,0.166627499,0.0,0.0,0.0,0
40.0,2.0,6100.0,2.0,0.367644648,14.0,0.057806771,0.0,0.0,0.0,0
60.0,0.0,4500.0,2.0,0.29304599,11.0,0.024453554,0.0,0.0,0.0,0
29.0,1.0,3750.0,2.0,0.263396428,10.0,0.014554747,0.0,0.0,0.0,0
40.0,0.0,2769.0,1.0,0.816245487,3.0,0.005534999,0.0,0.0,0.0,0
45.0,0.0,1300.0,1.0,1.003074558,6.0,0.071850351,0.0,0.0,0.0,0
37.0,1.0,1200.0,0.0,0.0,0.0,0.9999999,0.0,0.0,0.0,1
34.0,0.0,5000.0,0.0,0.226754649,6.0,0.577444715,0.0,0.0,0.0,0
52.0,3.0,9800.0,1.0,0.566370778,7.0,0.166468263,0.0,0.0,0.0,0
23.0,0.0,3333.0,0.0,0.130773845,2.0,0.746253746,0.0,0.0,0.0,0
71.0,0.0,4800.0,1.0,0.549260571,12.0,0.048683046,0.0,0.0,0.0,0
60.0,1.0,9732.0,2.0,0.238158841,12.0,0.014463656,0.0,0.0,0.0,0
40.0,1.0,3494.0,1.0,0.179113019,5.0,0.01165712,0.0,0.0,0.0,0
75.0,0.0,3511.0,0.0,0.001138952,7.0,0.006578601,0.0,0.0,0.0,0
53.0,0.0,3300.0,1.0,0.465010603,12.0,0.850829834,2.0,2.0,0.0,1
39.0,1.0,2700.0,0.0,0.277674935,4.0,0.923313557,0.0,1.0,0.0,1
32.0,0.0,4270.0,0.0,0.138609225,7.0,0.98372526,0.0,0.0,0.0,0
38.0,2.0,3500.0,1.0,0.351899457,7.0,0.086865836,0.0,0.0,0.0,0
